platform,stock_code,post_id,title,content,author,author_id,publish_time,read_count,comment_count,forward_count,bullish_bearish,has_pic,has_video,url,crawl_time
baidu_tieba,000001,3901057369,平安，交通，推荐链接，需要的留企额,要求，大专以上学历或者有社保！,,133491625,2015-07-17 10:09:58,68750,10,1,,,,https://tieba.baidu.com/p/3901057369,2026-07-06 04:10:34
baidu_tieba,000001,4540577448,广发申卡新法,看二楼,,1873532618,2016-05-11 11:58:25,93229,76,0,,,,https://tieba.baidu.com/p/4540577448,2026-07-06 04:10:34
baidu_tieba,000001,3935869724,有大专学历或者五险一金的注意了,有大专学历或者五险一金的留邮箱，白金卡推荐码推荐你办，平安，交通，中信！,,133491625,2015-07-31 16:00:27,84361,86,1,,,,https://tieba.baidu.com/p/3935869724,2026-07-06 04:10:34
baidu_tieba,000001,4518713882,拉卡拉易分期持续收单中。,拉卡拉易分期正在进行！良好征信的额度3万到10万！操作周期7天！百分之99下款！黑户不做白户不做！有房贷车贷5万起批！要做的联系我！手机13299489999。下款收费不要等到做不了联系我！点高慎重！！！,,810519956,2016-05-01 08:50:27,62343,1,0,,,,https://tieba.baidu.com/p/4518713882,2026-07-06 04:10:34
baidu_tieba,000001,4073502111,怎么申请小米贷款,怎么申请小米贷款http://tieba.baidu.com/p/4061666813,,2047351387,2015-09-30 04:52:02,84180,145,0,,,,https://tieba.baidu.com/p/4073502111,2026-07-06 04:10:34
baidu_tieba,000001,4543082019,申请信用卡十大注意事项,,,1873532618,2016-05-12 15:05:12,71277,8,0,,,,https://tieba.baidu.com/p/4543082019,2026-07-06 04:10:34
baidu_tieba,600519,7455165466,各系列名酒一手批发，配件专卖，欢迎老板咨询专业精品回收材料，,各系列名酒一手批发，配件专卖，欢迎老板咨询专业精品回收材料，拔头材质，一手货源，,,5243269291,2021-07-19 07:11:56,2741,23,0,,,,https://tieba.baidu.com/p/7455165466,2026-07-06 04:10:38
baidu_tieba,600519,7529087008,全真材料五粮液茅台，正宗原厂帽，拔头茅，全回收五粮液，可操作,全真材料五粮液茅台，正宗原厂帽，拔头茅，全回收五粮液，可操作（指定日期茅台）。欢迎咨询评论区,,5236187769,2021-09-06 14:30:39,1334,13,0,,,,https://tieba.baidu.com/p/7529087008,2026-07-06 04:10:38
baidu_tieba,600519,7490219347,送礼，宴席，年会用酒，火热团购中......新品五粮液（8代,送礼，宴席，年会用酒，火热团购中......新品五粮液（8代）全回收茅，有意加V17613576089。,,5236187769,2021-08-12 02:00:59,1168,4,0,,,,https://tieba.baidu.com/p/7490219347,2026-07-06 04:10:38
baidu_tieba,600519,7380321936,铁牛训练营百度网盘,第二天 文件位置：/00.其他资料/201-400/热门平台区(原终身图书馆A)等多个文件/344. 铁牛训练营/第二天 第六天 文件位置：/00.其他资料/201-400/热门平台区(原终身图书馆A)等多个文件/344. 铁牛训练营/第六天 第七天 文件位置：/00.其他资料/201-400/热门平台区(原终身图书馆A)等多个文件/344. 铁牛训练营/第七天 第三天 文件位置：/00.其他资料/201-400/热门平台区(原终身图书馆A)等多个文件/344. 铁牛训练营/第三天 第四天 文件位置：/00.其他资料/201-400/热门平台区(,,346777251,2021-05-29 15:40:19,282,2,0,,,,https://tieba.baidu.com/p/7380321936,2026-07-06 04:10:38
baidu_tieba,600519,10124319436,杜酱黑金酒真香揭秘：高粱坤沙酿造，53度酱香白酒中的精品代表,👉 购买 https://www.wifi.ooo/21 杜酱黑金酒53度，贵州茅台镇纯粮酱香白酒，采用高粱坤沙窖藏工艺，500mL单瓶，整箱6瓶装，是家庭聚会、朋友聚餐、商务宴请的上佳选择。本文将为你详细解析杜酱黑金酒的酿造特色、口感体验、饮用场景与鉴别要点，助你更好地享受酱香经典。 🥃 酿造工艺：茅台镇坤沙精髓 杜酱黑金酒选用优质高粱为原料，遵循茅台镇传统酱香工艺，多轮发酵、长期坤沙窖藏，使酒体饱满浓郁。53度的酒精浓度既保留了酱香特色，又使,,6641436475,2025-10-14 02:46:59,286,0,0,,,,https://tieba.baidu.com/p/10124319436,2026-07-06 04:10:38
baidu_tieba,600519,9934492675,想问问大家怎么向茅台集团反映问题，官方提供的邮件都失效了,,,2204855396,2025-08-07 06:04:07,74,0,0,,,,https://tieba.baidu.com/p/9934492675,2026-07-06 04:10:38
baidu_tieba,600519,8991448605,贵州茅台走进系列,这个有价值不，原箱的，,,5556514903,2024-04-23 17:48:52,781,0,0,,,,https://tieba.baidu.com/p/8991448605,2026-07-06 04:10:38
baidu_tieba,600519,9124985190,1-1高端茅台,无暇思 送礼 收藏 接待 宴会首选 低价出售 量大从优,,6532297925,2024-08-10 09:28:29,575,0,0,,,,https://tieba.baidu.com/p/9124985190,2026-07-06 04:10:38
baidu_tieba,600519,6252926454,南京比较安全的股票配资网站’大家爱用大牛时代配资吗？,以我的经验来看，大牛时代配资这个平台在安全保障方面的措施还是不错的,,1720023282,2019-09-11 14:21:45,403,2,0,,,,https://tieba.baidu.com/p/6252926454,2026-07-06 04:10:38
baidu_tieba,600519,9022578126,高端白酒系列,品种全 ，无中间商，懂得来！,,4057484864,2024-05-19 11:45:06,793,3,0,,,,https://tieba.baidu.com/p/9022578126,2026-07-06 04:10:38
baidu_tieba,600519,9080306785,服务贸易数字化步伐加快 我国外贸释放澎湃活力,人民网北京7月6日电 (焦磊)核对单据、开箱查验、登记、抽样送检……在陇南华龙恒业有限公司生产车间，兰州海关所属天水海关关员正认真查验一批即将出口的核桃仁。“今年以来，我和电商团队的小伙伴们分外忙碌，在多个共建 ‘一带一路’国家考察市场、签订订单。”近日，甘肃某跨境电商公司负责人分享了喜讯。这家以陇南市成县核桃仁加工为主的企业从去年至今实现了跨境电商海外仓注册登记、首单发车、贸易额几何倍数增长的“三大跨越,,6588073092,2024-07-07 01:33:50,1050,0,0,,,,https://tieba.baidu.com/p/9080306785,2026-07-06 04:10:38
baidu_tieba,600519,8863320522,贵州茅台懂得人赏眼,有没有懂得 这个还有收藏价值吗#茅台#,,4851392591,2024-01-16 05:49:05,503,1,0,,,,https://tieba.baidu.com/p/8863320522,2026-07-06 04:10:38
baidu_tieba,300750,10830958328,七月六号入职的来聊聊,鼠鼠是985本科专业化工，春招进面试过的。当初能报三个岗，只记得第一个是产品可靠性测试，后面签下来合同写的七级，助理工程师助理主管，助理专员。就很迷这个到底是什么岗位的助理？ 那会问了面试的那几个大叔，他们笑嘻了都把一周六天当默认了，就很搞人心态，从他们话里接触到8106，奶奶滴早八晚十，一周六天。而且如果是工程师，没有加班费说是，责任制的，一毛没有。 宿舍安排是双人间，网上搜了相关视频没啥概念，打算到时候租,,2866149297,2026-06-29 14:32:35,9212,95,2,,,,https://tieba.baidu.com/p/10830958328,2026-07-06 04:10:42
baidu_tieba,300750,10835435372,宁德时代普工工资到手了,"宁德时代普工工资发了,2级,上了25天班,17天夜班,五一没加班,扣完五险一金到手这个数,和特斯拉菲尼克斯这些美国厂比算高还是低",,5893856703,2026-07-01 08:45:28,9256,40,0,,,,https://tieba.baidu.com/p/10835435372,2026-07-06 04:10:42
baidu_tieba,300750,10741143494,瑞庆时代牛马篇,本人大专进来压2级，大部分都给压级，能给你3级都是安排那些累得不行没人做的岗位，不穿无尘服就是死亡流水线组装岗位（为了提高产能吃饭半个小时都要压榨，提前5分钟入车间开工，产能一天比一天高），穿无尘服就是开机岗位要吸粉（还没到上班时间提前15分钟到车间更衣开会，到点下班还要占用10分钟无偿开会，不提前到或者准点打卡下班就区别对待，现在底薪涨了150，但是产能比原来高了一倍，一个人做的事情压榨成2个人合作一起小跑换,,1353582966,2026-05-24 10:38:05,11546,104,2,,,,https://tieba.baidu.com/p/10741143494,2026-07-06 04:10:42
baidu_tieba,300750,10828493191,真这样喵？,这是什么时候的事啊？之前都是大小周喵？,,6856153562,2026-06-28 14:18:26,16726,36,3,,,,https://tieba.baidu.com/p/10828493191,2026-07-06 04:10:42
baidu_tieba,300750,8126096050,宁德时代工作5年，从进厂到离开，有些话想说（7级以上的别进来了,我是15年在一个破大专读大三时被学校卖过来的，当时进来是1c（也就是3级），天天在产线打包，搬电池。当时啥也不懂，干了近两年，然后年底离职回家。 19年，我又进来了还是3级，这次因为认识了人进了qa部门，而且还是最好的那种地方，这次干了三年多，上月已离职，去了某外企，底薪8k。 这里给刚进宁德时代大家两个忠告:第一，一定要去好部门！千万千万别去产线，累死累活还学不到东西，干久了就废了。第二，你要明确知道宁德时代这种886,,4135068259,2022-11-05 16:10:27,118700,242,0,,,,https://tieba.baidu.com/p/8126096050,2026-07-06 04:10:42
baidu_tieba,300750,10615016950,宁德时代蓝领招聘,☞任职要求:初中以上学历，能接受无尘服，夜班 入职流程(预约收到短信后) 第一天：面试+体检 第二天:车间体验 第三天:带薪培训+签订合同+晚上7点分配宿舍 注意事项: ◎入职需要身份证，银行卡招商优先，没有后面统一办理，如果有个人问题可以申请用其他银行卡，前面两天不需要带行李物品带身份证即可，入职当天需要带，每一步流程都有指引还是比较人性化的。 ◎当月社保需要处于断缴状态不然无法入职，医保(新农合)可以在第一天面试体检,,5678457637,2026-04-05 06:26:57,14403,141,8,,,,https://tieba.baidu.com/p/10615016950,2026-07-06 04:10:42
baidu_tieba,300750,10843585620,问一下各位前辈，普工有晋升空间吗,第一次校招人事打电话让我报生产班长，但是面试没过（应该是有人选了），现在我直接报普工了，后天线下面试，东营新建的时代。想问一下普工未来有晋升的空间吗，还是干一段时间就可以跑路了,,3529681066,2026-07-04 14:02:10,3655,21,0,,,,https://tieba.baidu.com/p/10843585620,2026-07-06 04:10:42
baidu_tieba,300750,10833016020,2025年宁德时代只有18915人参加社保？比24年少了20324人。太牛逼了,看到这个数据我直接笑出声，宁德时代这是要跑路的节奏啊，一年少了两万多人交社保，这裁员力度简直离谱，看来新能源行业要凉凉了，那些吹宁德时代的专家脸都被打肿了吧,,5893893333,2026-06-30 09:45:21,5786,23,0,,,,https://tieba.baidu.com/p/10833016020,2026-07-06 04:10:42
baidu_tieba,300750,10835242342,ATL离职进宁德时代,我今天投递厦门时代就弹出这个短信，是我ATL离职进不了，还是半年时间没到，还是不要ATL离职的呀，问一下。,,2751302754,2026-07-01 07:19:20,3308,7,0,,,,https://tieba.baidu.com/p/10835242342,2026-07-06 04:10:42
baidu_tieba,300750,10777205080,宁德时代离职,家人们，2级牛马从宁德时代出来三个月了想复职了，这段时间一直在找工作好焦虑，当时在宁德我也有过一丝犹豫，但是当时确实有事才回来的，其实可以休年假回来，虽然里面很累很卷但是胜在安稳待遇也不错，我也看了好多工作也不太理想还要重新去适应，前几天问了HR，他说要满6个月，还有这么长时间，好焦虑啊，想立马回去,,5821404412,2026-06-08 07:27:07,33485,39,1,,,,https://tieba.baidu.com/p/10777205080,2026-07-06 04:10:42
baidu_tieba,300750,10065639399,兄弟们不要笑话我,楼主普通本科毕业，土木专业，实在找不到工作了，然后来宁德时代应聘，定级3级普工要不要干，土木夕阳了，未来是新能源的天下，楼主昨天还幻想 现在马上要进军新能源，扎根新能源，在新能源领域做到三总五项，但是想想，就算有前景，关我普工啥事啊干一辈子也是普工 梦醒了，我还不一定能坚持12站班两班倒,,4573378733,2025-09-23 13:35:14,46765,159,3,,,,https://tieba.baidu.com/p/10065639399,2026-07-06 04:10:42
baidu_tieba,300750,10842876033,宁德时代旷工三天后，什么时候发短信让你去补离职流程？,宁德时代旷工三天后，大概多久发短信让你去补离职流程啊？补流程的话大概多久啊一天能搞完吗？,,2271597397,2026-07-04 07:07:14,1175,4,0,,,,https://tieba.baidu.com/p/10842876033,2026-07-06 04:10:42
baidu_tieba,300750,9834088732,这份简历能进宁德时代代吗？,来了兄弟们，欢迎1-20级的大佬们来评价，下个学期大四了，也就是开学后要找工作实习，所以麻烦大佬们指点一下，可以入那些岗位，如果能进去上班的话大概能定几级以及薪资。也可以指点简历缺点，听劝。,,3443836832,2025-06-30 07:55:41,29409,190,1,,,,https://tieba.baidu.com/p/9834088732,2026-07-06 04:10:42
baidu_tieba,002415,9397100010,有需要产品固件升级的留言,经常有吧友在群里问摄像机，录像机的固件，为了方便各吧友查找，可以在此贴留言！ 看到后回复！或者直接私我,,2798856713,2025-01-08 01:18:57,4434,144,1,,,,https://tieba.baidu.com/p/9397100010,2026-07-06 04:10:47
baidu_tieba,002415,8986618921,家用相机的选择简介,家用相机的选择，一定要确认好需求，是室内还是室外，是做防范还是要做样子？存储多少时间？ 以上问题一定要想清楚！ 室内情况下，家用场景选择摇头机就行，插上电连上wifi就能搞定； 室外环境下，针对单点，监控距离，选择单镜头的就可以，用网线最稳定； 针对范围比较广，建议用广角，可以双镜头的，网线传输； 针对检测距离远，又需要广角，建议用球机，网线传输； 关于存储，要是存储时间短，大约7天以内，那就用内存卡，根据时间,,2798856713,2024-04-19 23:48:46,3203,2,0,,,,https://tieba.baidu.com/p/8986618921,2026-07-06 04:10:47
baidu_tieba,002415,9397100010,有需要产品固件升级的留言,经常有吧友在群里问摄像机，录像机的固件，为了方便各吧友查找，可以在此贴留言！ 看到后回复！或者直接私我,,2798856713,2025-01-08 01:18:57,4434,144,1,,,,https://tieba.baidu.com/p/9397100010,2026-07-06 04:10:47
baidu_tieba,002415,10840354069,求助，皓视通poe录像机通过poe分离器接,RT。 求助，皓视通poe录像机通过poe分离器接萤石摄像头(wifi版) 我这里没有poe的摄像头，所以只能用分离器。摄像头位置不适合拉电源线，所以才用poe录像机。 以前是用爱快Poe交换机＋海康的录像机。 本地网络是192.168.123.x。现在换了皓视通的hnvr3110/8p-v3，摄像头接录像机自动分配ip192.168.254.x。 前提，帐号绑定c3c(测试用)，绑定皓视通录像机。 1，开启POE绑定，分配端口8给c3c，萤app那边c3c是离线的，录像机里有c3c的实时画面。 2，未开启poe绑定，分配给,,115222738,2026-07-03 07:38:44,113,2,0,,,,https://tieba.baidu.com/p/10840354069,2026-07-06 04:10:47
baidu_tieba,002415,8550931094,这是定制机型吗,（i）DS-2DF84ABCDE-XYZL/VWS,,2819709009,2023-08-14 07:33:29,14508,13,0,,,,https://tieba.baidu.com/p/8550931094,2026-07-06 04:10:47
baidu_tieba,002415,10845938285,萤石云APp更新后，打开提示关联的摄像机未绑定帐号,海康7808nk1添加的萤亨xt1摄像头.之前萤石云app打开是正常的，更新之后就打不开了。提示关联的摄像机未绑定帐号。这怎么解决? 谢谢🙏,,810214668,2026-07-05 15:20:01,60,1,0,,,,https://tieba.baidu.com/p/10845938285,2026-07-06 04:10:47
baidu_tieba,002415,9677672729,萤石云储存,买了个399的永久七天储存 看能用几年 看了一堆显卡准备给副电脑用 最后一看不如买个这个,,6626481843,2025-04-29 12:44:46,1267,14,0,,,,https://tieba.baidu.com/p/9677672729,2026-07-06 04:10:47
baidu_tieba,002415,10733824234,求购海康威视7A47HWD-XZS或者7A47FWD-XZS,求购二手海康威视7A47HWD-XZS或者7A47FWD-XZS，有需要出售的可以联系我！,,449596489,2026-05-21 13:56:07,101,4,0,,,,https://tieba.baidu.com/p/10733824234,2026-07-06 04:10:47
baidu_tieba,002415,10836683290,二手海康威视家用如何选？,想在小黄鱼，淘一套二手监控配四角户外枪机，支持网络观看。,,2946092826,2026-07-01 23:30:57,87,2,0,,,,https://tieba.baidu.com/p/10836683290,2026-07-06 04:10:47
