platform,stock_code,post_id,title,content,author,author_id,publish_time,read_count,comment_count,forward_count,bullish_bearish,has_pic,has_video,url,crawl_time
eastmoney_guba,000001,1737808942,伊利股份、平安银行、上海银行股息红利策略收益分析2026.7.3,伊利股份、平安银行、上海银行股息红利策略收益分析2026.7.3$伊利股份(SH600887)$$上海银行(SH601229)$$平安银行(SZ000001)$,价值收息派,2729316043690040,2026-07-03 23:26:34,1094,4,1,0,True,False,"https://guba.eastmoney.com/news,000001,1737808942.html",2026-07-05 06:01:44
eastmoney_guba,000001,1714990314,29股股息率超4% 价值板块安全边际增厚,来源：证券时报 作者：陈见南 在当下的市场环境中，价值板块与成长板块呈现出鲜明的风格对立与走势分化。前者主要指代银行、煤炭、白酒等传统行业龙头，其特征是估值处于低位、分红稳定，但业绩增长相对平缓；后者则聚焦于人工智能和半导体等高弹性、高估值的科技成长股。 市场分析指出，近期价值板块持续疲软主要受两大核心因素掣肘：一是市场风格的剧烈轮动。2026年以来，资金加速向“新质生产力”相关领域聚集，科技主线凭借强劲的叙事逻辑和高增长预期虹吸了大量资金，对传统蓝筹形成了“抽血效应”。二是宏观预期的边际差。尽管宏观经济整体处于修复通道，但市场对白酒等传统消费需求的复苏强度仍存分歧，叠加地产行业的深度调整，导致相关产业链资产的风险偏好下移。 不过，也有机构依然看好价值板块的中长期配置价值。 国信证券近期发布研报指出，从短期维度来看，3月末以来A股市场持续上行，成长赛道积累了较大涨幅，场内资金获利了结需求持续升温，市场短期震荡调整在所难免。但从中期视角分析，参照A股历史大行情运行规律，当前市场根基并未动摇，在政策持续托底、经济稳步修复、市场流动性合理充裕的多重利好支撑下，A股整体向上的核心趋势不会改变。 在此市场格局下，稳定的高股息率已然成为价值板块的核心估值锚与安全边际。 业内人士认为，尽管价值板块短期受市场风格影响，股价走势平淡、阶段性回撤压力犹存，但持续稳定的高股息，成为其对冲市场波动、抵御估值下行的核心支撑。相关龙头企业凭借稳定的经营现金流、常态化的合理派息比例、可观的股息回报以及稳健的资产负债结构，即便股价出现短期波动，每年稳定落地的现金分红，也能为长期投资者提供穿越周期的稳定收益底气。这种低估值、高股息、稳现金流的配置逻辑，让价值板块在震荡市中展现出极强的防御属性与长期投资价值，高度适配稳健型投资者的配置需求。 当前价值板块个股股息率已处于较高水平。据证券时报·数据宝统计，A股市值超千亿元的价值板块个股中，共有29只个股年内股价回落，静态股息率突破4%。其中，格力电器股息率表现突出，超过7%；中远海控、泸州老窖、华夏银行等价值股股息率均超过6%。（文章来源：证券时报） [点击查看原文],格力电器资讯,9245113638150628,2026-05-27 02:44:30,97877,449,452,0,False,False,"https://guba.eastmoney.com/news,000001,1714990314.html",2026-07-05 06:01:44
eastmoney_guba,000001,1737931593,至于说风险，我认为平安银行根本就没有风险，一点风险都没有，国家能让平安银行破产吗,$平安银行(SZ000001)$ 至于说风险，我认为平安银行根本就没有风险，一点风险都没有，国家能让平安银行破产吗？退市吗？绝对不可能的，你就放心持有吧，安心吃分红吧，十年以后你就是称霸一方的小资本家！,北京孙健,6372385801994188,2026-07-05 13:15:22,40,0,0,0,False,False,"https://guba.eastmoney.com/news,000001,1737931593.html",2026-07-05 06:01:44
eastmoney_guba,000001,1737931231,我买股票我就是认为买的是公司，我不看别的我只看分红，一年分几次红，每次红分多少才,$平安银行(SZ000001)$ 我买股票我就是认为买的是公司，我不看别的我只看分红，一年分几次红，每次红分多少才是我最关心的,北京孙健,6372385801994188,2026-07-05 13:09:47,45,0,0,0,False,False,"https://guba.eastmoney.com/news,000001,1737931231.html",2026-07-05 06:01:44
eastmoney_guba,000001,1737931000,这票反弹概率大于反转概率，就目前而言，行情以反弹为主线，有人明白我说的，具体操作,$平安银行(SZ000001)$ 这票反弹概率大于反转概率，就目前而言，行情以反弹为主线，有人明白我说的，具体操作就不票大咧咧了，一开口就喊那个抄底的跑了，没意思。,平安一生的秦雨,1146386039465300,2026-07-05 13:06:45,30,0,0,0,False,False,"https://guba.eastmoney.com/news,000001,1737931000.html",2026-07-05 06:01:44
eastmoney_guba,000001,1737930998,平安银行就要开挂起飞了，金秋十月正是收获的季节，平安银行分红很可能不会低于0.2,$平安银行(SZ000001)$ 平安银行就要开挂起飞了，金秋十月正是收获的季节，平安银行分红很可能不会低于0.28，到时候看吧,北京孙健,6372385801994188,2026-07-05 13:06:39,39,0,0,0,False,False,"https://guba.eastmoney.com/news,000001,1737930998.html",2026-07-05 06:01:44
eastmoney_guba,000001,1737930411,网友从风险分析此票有道理，具体是平安银行只有和万科存在借贷关联，可谓稳健，至于其,$平安银行(SZ000001)$ 网友从风险分析此票有道理，具体是平安银行只有和万科存在借贷关联，可谓稳健，至于其他科技项目，有待验证。此票有刺激性报和复性上涨或反弹各项指标正在进一步扩大概率。,平安一生的秦雨,1146386039465300,2026-07-05 12:59:08,49,0,0,0,False,False,"https://guba.eastmoney.com/news,000001,1737930411.html",2026-07-05 06:01:44
eastmoney_guba,000001,1733807856,操纵分红率主力做空！难预估垒不良，五年均线才可满仓、、、、、、满融！,五年净利润2155亿（>）市值1985亿/五年均价可买重仓！[惊吓],比对分析回报率,2998094154646794,2026-06-28 10:23:06,730,3,0,0,True,False,"https://guba.eastmoney.com/news,000001,1733807856.html",2026-07-05 06:01:44
eastmoney_guba,600519,1737862457,贵州酒业《行动方案》终于落地！5年建成白酒消费场景矩阵,来源：南方都市报 经过两次征求意见调整后，贵州的“卖酒向卖生活方式转变”终于要落地执行。 日前，贵州省人民政府官网发布消息称，省政府办公厅已于近日印发《贵州省打造“卖酒向卖生活方式”转变升级版行动方案（2026—2030年）》（下称《方案》）。 南都湾财社-酒水新消费指数课题组记者了解到，上述《方案》早在去年11月和今年3月先后公开征求意见。其中去年11月最早一版征求意见《方案》中，其仅提到贵州白酒工艺传承、酒品创新以及与产业的横向联动；今年3月的新一版征求意见《方案》则是在前一版方案之上，新增和细化了白酒推广矩阵，例如增加黔酒出海、酒类博物馆建设及酒消费主题节日等。 而在正式发布的《方案》中，南都湾财社记者注意到，相关部门对白酒消费的场景建设进行了进一步量化。 正式版《方案》提出，到2027年，全省将新增打造10个特色酒庄、10条美酒美食街区、5家高星级白酒体验酒店、10个特色酒馆，升级打造21个酒旅融合景区；到2030年全面建成白酒消费场景矩阵。 同时，《方案》从业态、产品、经营主体、宣传推广四个方面具体部署升级行动，重点推进“酒+旅游”“酒+餐饮”“酒+演艺”等多业态融合，研发场景化白酒产品及衍生品，实施贵州白酒出海三年行动，每年统筹举办不少于6场“黔酒全球行”活动，并配套金融贴息、用地保障等支持政策，推动白酒产业向生活方式消费转型。 据南都湾财社记者了解，为了促进白酒产业发展和消费，贵州已连续多次出台相关政策。 去年12月，贵州省推出“促进白酒销售若干措施”，通过发放酒类消费券、宴席用酒优惠以及推动白酒进入零售终端等。另外，在《关于制定贵州省国民经济和社会发展第十五个五年规划的建议》中，贵州将实施“黔酒出海”专项行动，支持企业大力开拓国际市场。 实际上，相关部门接连推出促进白酒消费计划，与近期白酒产业的发展状况有关。 国家统计局数据显示，今年1至5月，中国规模以上企业累计白酒（折65度，商品量）产量145.2万千升，同比下降4.3%。不过同时，我国烟酒社会零售总额为3016亿元，同比增加13.4%。这也意味着，白酒等酒类正在处于产量减少、去库存阶段，相关部门推出促进消费等措施，主要希望能带动社会库存的进一步降低。 南都湾财社记者贝贝（文章来源：南方都市报） [点击查看原文],贵州茅台资讯,7344113638256342,2026-07-04 14:52:29,3174,23,12,0,False,False,"https://guba.eastmoney.com/news,600519,1737862457.html",2026-07-05 06:02:05
eastmoney_guba,600519,1731723124,价值投资白酒，我对不起家人，我有罪！,我承认，我错了。我曾经以为，买五粮液，泸州老窖是价值投资，是相信品牌，是相信时间，是相信白酒龙头终有一天会王者归来。结果现实狠狠给了我一巴掌。我价值投资了五粮液，却把自己投成了长期受害者。账户在下跌，信心在下跌，睡眠也在下跌。每天看盘，越看越心堵；每天等利好，越等越失望。我对不起家人。本来这些钱，可以让家里过得更踏实一点；可以给孩子多一份保障；可以让父母少一点担心；可以让自己在生活里更从容一点。可我偏偏相信了所谓的“低估值”“高分红”“长期价值”，结果一路补仓，一路被套，一路自我安慰。我也对不起自己的身体。为了五粮液，我焦虑过、失眠过、上火过。股价一跌，心里就发堵；公告一出，满怀期待；结果一看走势，又是一盆冷水。人还没喝上几口五粮液，身体倒先被五粮液折磨了。我最自责的是，当科技股、CPO、人工智能、新能源算力这些方向走出趋势的时候，我却还死守白酒，守着一个不断阴跌的“价值信仰”。我本可以买科技，买CPO，买时代的方向。可我偏偏选择了五粮液。别人买的是成长，是趋势，是资金流向；我买的是情怀，是旧时代的故事，是一次又一次的自我感动。现在回头看，所谓价值投资，不能只看品牌大不大，也不能只看过去辉不辉煌。真正的价值，应该是企业能不能增长，行业有没有未来，资金愿不愿意进来，市场还认不认可这个逻辑。如果一个行业一直调整，一个公司回购慢、增持慢、股价跌、信心弱，那再多情怀也撑不起账户。我不是真的有罪，我只是太固执。固执地相信过去，固执地相信龙头，固执地相信跌多了就会涨，固执地相信价值终会回归。可市场不讲感情。市场只认趋势，只认资金，只认预期。这一次，我认了。我对不起家人，也对不起自己的身体，更对不起那个本该清醒、理性、及时止损的自己。以后我会记住：投资不是信仰充值，股票不是精神寄托。该反思就反思，该敬畏就敬畏，该承认错误就承认错误。五粮液教会我的，不是怎么喝酒，而是怎么醒酒。本文只是个人情绪反思，不构成任何投资建议。$五粮液(SZ000858)$$贵州茅台(SH600519)$$泸州老窖(SZ000568)$,,,2026-06-24 15:40:07,12795,305,83,,False,,"https://guba.eastmoney.com/news,600519,1731723124.html",2026-07-05 06:02:05
